"SURVEY_SERIES_ID","SURVEY_ID","SPECIES_CODE","SURVEY_DESC","TRIP_ID","YEAR","FISHING_EVENT_ID","FE_MAJOR_LEVEL_ID","LATITUDE","LONGITUDE","GROUPING_CODE","MAJOR_STAT_AREA_CODE","MINOR_STAT_AREA_CODE","DEPTH_M","DURATION_MIN","DOORSPREAD_M","SPEED_MPM","TOW_LENGTH_M","CATCH_WEIGHT","DENSITY_KGPM2","CATCH_COUNT","DENSITY_PCPM2"
1,1,626,"2003 Queen Charlotte Sound Synoptic",49750,2003,308673,1,50.9865,-128.180433,18,5,11,80,24,62,80.000016,2140,2.7,2.0349713597e-05,0,0
1,1,626,"2003 Queen Charlotte Sound Synoptic",49750,2003,308674,2,51.040633,-128.311316,19,5,11,140,21,70.1,90.000018,2010,21.8,0.000154718561259,0,0
1,1,626,"2003 Queen Charlotte Sound Synoptic",49750,2003,308675,3,51.06115,-128.32925,19,5,11,158,24,73,75.000015,1710,69.3,0.000555155010815,0,0
1,1,626,"2003 Queen Charlotte Sound Synoptic",49750,2003,308676,4,51.4856,-128.9011,18,6,8,64,21,65.6,111.666689,2170,0,0,0,0
1,1,626,"2003 Queen Charlotte Sound Synoptic",49750,2003,308677,5,51.449066,-128.758433,19,6,8,181,22,72.3,93.333352,1840,27.3,0.00020521378315,0,0
1,1,626,"2003 Queen Charlotte Sound Synoptic",49750,2003,308678,6,51.513016,-128.558683,19,6,8,182,22,72.2,88.333351,1910,159.7,0.001158068773477,0,0
1,1,626,"2003 Queen Charlotte Sound Synoptic",49750,2003,308679,7,51.573933,-128.5737,19,6,8,150,21,72.7,100.00002,1970,37.8,0.000263931461608,0,0
1,1,626,"2003 Queen Charlotte Sound Synoptic",49750,2003,308680,8,51.6147,-128.4856,19,6,8,152,22,70.6,105.000021,2030,21.4,0.000149318299167,0,0
1,1,626,"2003 Queen Charlotte Sound Synoptic",49750,2003,308681,9,51.664733,-128.501383,19,6,8,141,20,71.6,98.333353,1920,18.6,0.00013530027933,0,0
1,1,626,"2003 Queen Charlotte Sound Synoptic",49750,2003,308682,10,51.660366,-128.380883,19,6,8,144,20,72.6,101.666687,1910,11.2,8.0769619085e-05,0,0
1,1,626,"2003 Queen Charlotte Sound Synoptic",49750,2003,308683,11,51.989133,-128.731283,19,6,8,166,22,72.8,93.333352,1860,2.9,2.1416755288e-05,5,3.34486874732424e-05
1,1,626,"2003 Queen Charlotte Sound Synoptic",49750,2003,308684,12,52.026083,-128.7792,19,6,8,177,21,78.2,106.666688,1920,1.2,7.992327366e-06,2,1.14176082389482e-05
1,1,626,"2003 Queen Charlotte Sound Synoptic",49750,2003,308685,13,52.079333,-128.686133,20,6,8,207,21,69.6,100.00002,1890,4.6,3.4969287843e-05,8,5.47345265462529e-05
