"","SURVEY_SERIES_ID","YEAR","relBio","catch","species","surveyName","stockName"
"1",1,2003,1.1235535898536,0.0009402,"english","QCSSyn","QCS"
"2",1,2004,1.16517678136615,0.00145596,"english","QCSSyn","QCS"
"3",1,2005,0.835746588475945,0.0009101,"english","QCSSyn","QCS"
"4",1,2007,0.347336090382057,0.00048337,"english","QCSSyn","QCS"
"5",1,2009,0.556442621603081,0.00063853,"english","QCSSyn","QCS"
"6",1,2011,0.828557698376526,0.00078875,"english","QCSSyn","QCS"
"7",1,2013,1.33921253183643,0.00124292,"english","QCSSyn","QCS"
"8",1,2015,0.748696221716453,0.00078535,"english","QCSSyn","QCS"
"9",3,2005,2.80711682489454,0.00564837,"english","HSSyn","HSHG"
"10",3,2007,2.95291326037533,0.00272522,"english","HSSyn","HSHG"
"11",3,2009,2.78355679271563,0.00306629,"english","HSSyn","HSHG"
"12",3,2011,3.23551993524366,0.00404603,"english","HSSyn","HSHG"
"13",3,2013,8.37351731686908,0.00825814,"english","HSSyn","HSHG"
"14",3,2015,3.74832721401738,0.00397301,"english","HSSyn","HSHG"
"15",4,2004,1.5972280547236,0.00112399,"english","WCVISyn","WCVI"
"16",4,2006,1.05811730294601,0.001396,"english","WCVISyn","WCVI"
"17",4,2008,1.07770788490926,0.00125966,"english","WCVISyn","WCVI"
"18",4,2010,1.60068653620032,0.00189605,"english","WCVISyn","WCVI"
"19",4,2012,1.1371714077582,0.00147568,"english","WCVISyn","WCVI"
"20",4,2014,2.1360527925243,0.00241821,"english","WCVISyn","WCVI"
"21",4,2016,1.98101646765194,0.00226991,"english","WCVISyn","WCVI"
"22",16,2006,0.00445945578270104,2.789e-05,"english","WCHGSyn","HSHG"
"23",16,2007,0.00248299501742164,1.677e-05,"english","WCHGSyn","HSHG"
"24",16,2008,0.00428031682395096,4.131e-05,"english","WCHGSyn","HSHG"
"25",16,2010,0.00217565597995743,2.53e-05,"english","WCHGSyn","HSHG"
"26",16,2012,0.0023508160813081,2.332e-05,"english","WCHGSyn","HSHG"
"27",16,2014,0.00128219780723561,5.32e-06,"english","WCHGSyn","HSHG"
"28",16,2016,0.00534154430717283,4.533e-05,"english","WCHGSyn","HSHG"
"29",2,1984,3.09968843381629,0.005269,"english","HSAss","HSHG"
"30",2,1987,2.19445575500559,0.002319,"english","HSAss","HSHG"
"31",2,1989,5.83091468894054,0.00475,"english","HSAss","HSHG"
"32",2,1991,4.7648727560896,0.006759,"english","HSAss","HSHG"
"33",2,1993,12.0732036013588,0.008647,"english","HSAss","HSHG"
"34",2,1995,2.76818699657405,0.00338,"english","HSAss","HSHG"
"35",2,1996,3.12275401825711,0.004856,"english","HSAss","HSHG"
"36",2,1998,3.69855704433209,0.0046,"english","HSAss","HSHG"
"37",2,2000,5.81294374343031,0.006032,"english","HSAss","HSHG"
"38",2,2002,5.56925713452937,0.00632242,"english","HSAss","HSHG"
"39",2,2003,11.7754489405204,0.0110404,"english","HSAss","HSHG"
