"","SURVEY_SERIES_ID","YEAR","relBio","catch","species","surveyName","stockName"
"1",1,2003,0.466190768081602,0.0002437,"srock","QCSSyn","QCS"
"2",1,2004,1.49416569125208,0.00115364,"srock","QCSSyn","QCS"
"3",1,2005,1.15681149065597,0.0007239,"srock","QCSSyn","QCS"
"4",1,2007,0.632013805608249,0.00054319,"srock","QCSSyn","QCS"
"5",1,2009,0.871529480304218,0.00066393,"srock","QCSSyn","QCS"
"6",1,2011,1.08963963620286,0.0004343,"srock","QCSSyn","QCS"
"7",1,2013,0.968615303605734,0.00049077,"srock","QCSSyn","QCS"
"8",1,2015,0.40963687434289,0.00026223,"srock","QCSSyn","QCS"
"9",3,2005,2.61450814593414,0.00105883,"srock","HSSyn","HSHG"
"10",3,2007,1.66857281560243,0.00062647,"srock","HSSyn","HSHG"
"11",3,2009,1.11940330086376,0.00032334,"srock","HSSyn","HSHG"
"12",3,2011,2.34978005696311,0.00053413,"srock","HSSyn","HSHG"
"13",3,2013,5.63929942899775,0.00139877,"srock","HSSyn","HSHG"
"14",3,2015,1.99538160631467,0.0003768,"srock","HSSyn","HSHG"
"15",4,2004,0.0672816104139893,2.97e-05,"srock","WCVISyn","WCVI"
"16",4,2006,0.0397759743562243,3.318e-05,"srock","WCVISyn","WCVI"
"17",4,2008,0.0334126681185349,2.896e-05,"srock","WCVISyn","WCVI"
"18",4,2010,0.210468382693832,0.00018501,"srock","WCVISyn","WCVI"
"19",4,2012,0.200700367971145,0.00016571,"srock","WCVISyn","WCVI"
"20",4,2014,0.205991212349246,0.0001685,"srock","WCVISyn","WCVI"
"21",4,2016,0.149452076989479,0.00011533,"srock","WCVISyn","WCVI"
"22",2,1984,1.04079343126796,0.0005875,"srock","HSAss","HSHG"
"23",2,1987,1.33803420781944,0.000338,"srock","HSAss","HSHG"
"24",2,1989,6.264310089011,0.001053,"srock","HSAss","HSHG"
"25",2,1991,1.67488590936145,0.000916,"srock","HSAss","HSHG"
"26",2,1993,1.53043712469842,0.000243,"srock","HSAss","HSHG"
"27",2,1995,1.28351513131006,0.00057,"srock","HSAss","HSHG"
"28",2,1996,2.93417466776306,0.001417,"srock","HSAss","HSHG"
"29",2,1998,1.50243098915468,0.000227,"srock","HSAss","HSHG"
"30",2,2000,1.56115053077988,0.000552,"srock","HSAss","HSHG"
"31",2,2002,1.12625071170227,0.0004073,"srock","HSAss","HSHG"
"32",2,2003,1.43554742375346,0.00030749,"srock","HSAss","HSHG"
